"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Yellow Claw",47,"edm","electro house",2019-03-08,3.09613333333333,0.607,0.957,-6.474,0.0713,2.32e-05,0.155,150.026
"Destructo",57,"edm","electro house",2019-05-17,3.6875,0.759,0.83,-2.798,0.0507,0.0125,0.492,128.04
"Dr. Fresch",51,"edm","electro house",2019-01-25,2.99706666666667,0.838,0.866,-4.475,0.0718,0.216,0.417,127.992
"TV Noise",38,"edm","electro house",2019-02-01,2.71498333333333,0.893,0.74,-2.948,0.114,0.00179,0.0734,127.978
"Blanke",34,"edm","electro house",2019-02-08,3.51778333333333,0.598,0.768,-4.406,0.206,0.000603,0.584,99.162
"Ghastly",46,"edm","electro house",2019-07-12,3.71428333333333,0.705,0.925,-4.894,0.104,0.00451,0.072,125.961
"ATRIP",34,"edm","electro house",2019-04-05,5.22666666666667,0.641,0.922,-3.09,0.0431,0.0331,0.153,150.016
"ricky retro",51,"edm","electro house",2018-11-15,2.8228,0.823,0.752,-8.268,0.205,0.0119,0.0474,126.005
"Zeds Dead",49,"edm","electro house",2019-09-10,4.64,0.501,0.913,-3.68,0.0657,1.78e-05,0.18,75.026
"Rezz",49,"edm","electro house",2018-12-14,3.79,0.627,0.723,-2.065,0.0512,0.00052,0.792,99.937
"Habstrakt",43,"edm","electro house",2019-07-25,3.39685,0.77,0.956,-2.794,0.236,0.000177,0.421,124.978
"Malaa",56,"edm","electro house",2019-05-17,3.55238333333333,0.737,0.905,-1.965,0.0785,0.00873,0.276,104.98
"Curbi",47,"edm","electro house",2019-05-24,2.55468333333333,0.815,0.955,-2.092,0.091,0.0592,0.17,128.027
"Axel Boy",35,"edm","electro house",2019-03-22,4.08888333333333,0.73,0.977,-1.043,0.104,0.0908,0.259,135.068
"Matroda",38,"edm","electro house",2019-05-24,3.53528333333333,0.762,0.846,-1.172,0.0482,0.0445,0.126,124.035
"Brooke Evers",55,"edm","electro house",2019-03-06,2.91225,0.808,0.94,-5.839,0.204,0.00159,0.0994,125.04
"SLATIN",38,"edm","electro house",2019-02-08,3.312,0.861,0.83,-4.528,0.159,0.003,0.0525,122.015
"Haus of Panda",34,"edm","electro house",2018-12-14,3.625,0.733,0.981,-2.816,0.058,0.011,0.0412,127.987
"DISTO",50,"edm","electro house",2019-06-21,2.71625,0.499,0.899,-3.734,0.307,0.182,0.126,154.849
"The Bloody Beetroots",35,"edm","electro house",2019-06-21,4.688,0.653,0.966,-4.588,0.125,0.00355,0.151,128.987
"Brooke Evers",57,"edm","electro house",2019-06-28,2.79008333333333,0.781,0.931,-6.246,0.177,0.00291,0.209,124.96
"Sikdope",54,"edm","electro house",2019-04-19,2.88641666666667,0.546,0.976,-0.9,0.0596,0.00231,0.189,139.98
"Wax Motif",46,"edm","electro house",2019-01-16,3.50445,0.755,0.83,-6.34,0.124,0.104,0.0872,128.052
"Moksi",34,"edm","electro house",2019-03-15,3.20708333333333,0.846,0.982,-2.755,0.0797,0.105,0.105,130.014
"The Bloody Beetroots",34,"edm","electro house",2019-06-21,3.35385,0.699,0.969,-1.703,0.12,0.000161,0.0861,130.015
"Chocolate Puma",40,"edm","electro house",2019-04-05,3.349,0.822,0.762,-6.198,0.0574,0.00103,0.333,125
"JOYRYDE",57,"edm","electro house",2018-10-19,3.31746666666667,0.784,0.913,-1.208,0.177,0.0114,0.0831,126.054
"Wolfgang Gartner",37,"edm","electro house",2019-02-15,4.12311666666667,0.626,0.769,-4.072,0.0499,0.00142,0.144,125.996
"BROHUG",44,"edm","electro house",2019-04-12,2.624,0.729,0.915,-4.925,0.0376,0.000189,0.0718,124.996
"The Bloody Beetroots",35,"edm","electro house",2019-06-21,5.01793333333333,0.637,0.904,-3.687,0.0432,0.00162,0.0941,128.011
"Firebeatz",49,"edm","electro house",2019-05-03,3.55555,0.742,0.779,-5.019,0.0829,0.0139,0.105,126.031
"DJ Snake",51,"edm","electro house",2019-07-25,4.44445,0.664,0.774,-8.961,0.122,0.0039,0.088,108.023
"Boombox Cartel",46,"edm","electro house",2019-09-19,3.7077,0.922,0.919,-3.457,0.0963,0.00692,0.0232,130.001
"Nonsens",39,"edm","electro house",2018-05-04,3.9365,0.853,0.982,-2.653,0.118,0.00232,0.157,126.011
"ShockOne",43,"edm","electro house",2019-06-27,5.03308333333333,0.564,0.853,-4.388,0.0674,0.0044,0.553,109.98
"Groove Delight",0,"edm","electro house",2018-11-15,3.1746,0.864,0.77,-4.374,0.0899,0.0282,0.0728,126.027
"DJ Snake",63,"edm","electro house",2019-07-25,4.21333333333333,0.571,0.94,-3.637,0.0883,0.0114,0.572,149.959
"Good Times Ahead",9,"edm","electro house",2019-08-20,3.93945,0.807,0.923,-4.206,0.0617,0.00226,0.0486,128.016
"Cityzen",35,"edm","electro house",2019-05-17,2.16128333333333,0.725,0.964,-4.497,0.0654,0.00257,0.447,124.024
"The Bloody Beetroots",37,"edm","electro house",2019-06-21,5.04,0.573,0.991,-3.687,0.0688,2.31e-05,0.102,127.992
"Matroda",39,"edm","electro house",2019-08-30,2.60526666666667,0.804,0.913,-3.515,0.0681,0.00282,0.0589,124.002
"Carta",40,"edm","electro house",2019-02-18,2.84375,0.774,0.9,-4.543,0.0872,0.0306,0.351,128.01
"Victor Tellagio",37,"edm","electro house",2019-03-08,4.11666666666667,0.656,0.885,-4.99,0.0864,0.00178,0.0966,127.997
"Albin Myers",41,"edm","electro house",2019-03-01,2.92093333333333,0.845,0.881,-3.709,0.231,0.0236,0.0645,128.164
"Wolfgang Gartner",39,"edm","electro house",2019-05-03,3.14978333333333,0.713,0.927,-6.088,0.486,0.00376,0.682,127.03
"Born Dirty",32,"edm","electro house",2019-05-10,3.41666666666667,0.801,0.846,-3.81,0.0428,0.00215,0.24,125.016
"YounG (KO)",30,"edm","electro house",2019-06-13,3.48,0.781,0.774,-6.526,0.0412,0.00145,0.0885,125.012
"Habstrakt",51,"edm","electro house",2018-05-25,3.2457,0.719,0.929,-3.106,0.138,0.00389,0.115,126.062
"Matroda",28,"edm","electro house",2019-03-22,3.20246666666667,0.897,0.784,-4.276,0.248,0.0259,0.146,125.963
"Oliver Twizt",39,"edm","electro house",2019-06-14,2.21875,0.75,0.898,-4.714,0.157,0.000861,0.257,127.963
"QUIX",31,"edm","electro house",2019-03-29,3.7996,0.823,0.728,-3.749,0.152,0.0734,0.201,129.978
"Kindrid",37,"edm","electro house",2019-04-12,6.8125,0.48,0.798,-6.002,0.0933,0.0157,0.0727,80.122
"Ephwurd",14,"edm","electro house",2018-12-14,3.20635,0.824,0.943,-2.294,0.0926,0.000224,0.104,126.055
"Matroda",28,"edm","electro house",2019-03-22,2.48875,0.758,0.947,-3.041,0.0468,0.0171,0.114,126.013
"Brooke Evers",33,"edm","electro house",2019-04-12,2.101,0.886,0.866,-4.879,0.0675,0.00229,0.0726,123.956
"Tony Romera",35,"edm","electro house",2019-02-08,3.5,0.707,0.852,-3.897,0.0568,0.00687,0.116,128.017
"Pegboard Nerds",36,"edm","electro house",2019-09-30,3.22781666666667,0.572,0.916,-3.733,0.107,0.000588,0.373,150.04
"The Bloody Beetroots",33,"edm","electro house",2019-06-21,4.104,0.637,0.992,-2.356,0.137,0.00368,0.139,125.959
"Matroda",33,"edm","electro house",2019-05-24,3.62458333333333,0.876,0.847,-4.595,0.0999,0.21,0.113,125.008
"Borgore",37,"edm","electro house",2019-09-27,3.876,0.853,0.969,-1.66,0.123,0.00197,0.0703,124.975
"Feed Me",36,"edm","electro house",2019-02-22,4.2876,0.663,0.727,-5.606,0.372,0.00379,0.734,126.173
"Tokyo Machine",52,"edm","electro house",2019-02-28,3.06583333333333,0.74,0.934,-2.15,0.164,0.00207,0.323,128.096
"Alenn",31,"edm","electro house",2019-05-15,3.99306666666667,0.693,0.83,-5.725,0.0987,0.000463,0.158,123.96
"Matroda",40,"edm","electro house",2019-06-21,3.1985,0.778,0.862,-3.559,0.0552,0.00513,0.0454,126.016
"Axel Boy",31,"edm","electro house",2019-02-06,4.14815,0.619,0.963,-1.891,0.203,0.0644,0.0949,134.95
"Noizu",30,"edm","electro house",2017-09-29,3.82258333333333,0.802,0.948,-5.028,0.0509,0.00263,0.244,124.004
"BROHUG",39,"edm","electro house",2019-02-01,3.0728,0.678,0.915,-4.34,0.0309,0.0012,0.0823,124.962
"Two Figures",28,"edm","electro house",2018-06-25,3.74475,0.901,0.964,-1.619,0.145,0.00381,0.304,125.005
"No Mana",36,"edm","electro house",2019-01-22,5.51563333333333,0.725,0.915,-5.188,0.111,0.000485,0.0688,127.982
"GRAVEDGR",48,"edm","electro house",2019-06-21,3.40303333333333,0.59,0.97,-4.135,0.287,0.071,0.295,82.529
"Showtek",9,"edm","electro house",2019-10-25,3.16,0.502,0.789,-3.652,0.133,0.0189,0.0982,150.014
"Shaun Frank",30,"edm","electro house",2018-12-07,4.128,0.713,0.647,-5.684,0.0514,0.0449,0.0619,125.004
"Tommie Sunshine",46,"edm","electro house",2018-10-05,3.62003333333333,0.784,0.883,-6.564,0.118,0.00604,0.36,126.013
"Haus of Panda",53,"edm","electro house",2019-05-17,3.88965,0.676,0.955,-3.004,0.102,0.00164,0.0374,145.018
"WHIPPED CREAM",40,"edm","electro house",2018-12-07,1.8049,0.716,0.825,-6.738,0.0609,0.00178,0.11,124.956
"Curbi",32,"edm","electro house",2018-12-10,2.57031666666667,0.646,0.99,-1.978,0.0808,0.000549,0.0998,128.064
"Pegboard Nerds",50,"edm","electro house",2019-07-11,3.5833,0.694,0.972,-1.427,0.0968,0.00166,0.291,128.046
"Lane 8",52,"edm","electro house",2020-01-10,5.06451666666667,0.659,0.557,-12.971,0.0363,0.0469,0.0985,124.03
"jamesjamesjames",38,"edm","electro house",2019-12-27,3.91666666666667,0.753,0.497,-12.92,0.0453,0.172,0.139,124.986
"Swardy",34,"edm","electro house",2019-12-11,5.2069,0.776,0.637,-8.216,0.0395,0.0481,0.132,116.004
"Trinix",36,"edm","electro house",2020-01-17,2.98275,0.67,0.521,-8.721,0.206,0.64,0.18,115.963
"Anaesthesia",20,"edm","electro house",2020-01-10,2.3,0.75,0.561,-12.669,0.235,0.899,0.0799,85.039
"Amtrac",58,"edm","electro house",2020-01-03,3.9663,0.652,0.751,-8.327,0.0369,0.112,0.102,122.024
"Nhyx",11,"edm","electro house",2020-01-17,4.03118333333333,0.307,0.671,-9.049,0.0443,0.728,0.0925,199.833
"Maha Quest",42,"edm","electro house",2018-06-01,3.27283333333333,0.687,0.665,-8.493,0.0445,0.00797,0.126,109.995
"MR TOUT LE MONDE",36,"edm","electro house",2019-12-27,3.5596,0.625,0.663,-9.004,0.0306,0.66,0.2,119.999
"Parra for Cuva",55,"edm","electro house",2018-11-22,4.49001666666667,0.626,0.482,-7.504,0.0261,0.715,0.113,147.986
"Brijs",33,"edm","electro house",2015-09-04,3.79563333333333,0.79,0.549,-5.913,0.0475,0.784,0.0982,126.056
"Nhyx",38,"edm","electro house",2019-12-13,4.47458333333333,0.684,0.609,-8.236,0.0369,0.853,0.102,117.973
"Haisten",18,"edm","electro house",2020-01-10,3.43333333333333,0.594,0.761,-8.351,0.0464,0.00622,0.0897,105.03
"Jamie xx",65,"edm","electro house",2015-06-01,4.71778333333333,0.646,0.631,-10.748,0.0436,0.00462,0.122,109.02
"KAYTRANADA",64,"edm","electro house",2019-12-13,1.88911666666667,0.707,0.863,-7.469,0.056,0.000576,0.236,108.022
"QQUN",43,"edm","electro house",2019-02-08,3.38411666666667,0.674,0.655,-8.972,0.0672,0.818,0.139,115.041
"Lane 8",65,"edm","electro house",2020-01-10,3.96721666666667,0.689,0.514,-12.803,0.0383,0.512,0.0952,121.985
"NLSN",48,"edm","electro house",2020-01-10,2.21938333333333,0.658,0.486,-12.389,0.335,0.53,0.168,98.115
"Niva",30,"edm","electro house",2019-06-28,3.34221666666667,0.621,0.472,-12.291,0.393,0.615,0.0946,120.003
"Model Man",53,"edm","electro house",2019-07-29,4.06666666666667,0.628,0.8,-7.394,0.0691,0.0737,0.203,119.943
"Lane 8",64,"edm","electro house",2019-12-31,4.84553333333333,0.656,0.565,-11.195,0.0323,0.481,0.313,122.934
"doVicente",32,"edm","electro house",2020-01-03,2.70736666666667,0.903,0.309,-14.743,0.0622,0.592,0.104,108.046
"Bearson",53,"edm","electro house",2018-09-07,2.93333333333333,0.62,0.51,-8.091,0.151,0.637,0.0786,90.064
"Triomphe",36,"edm","electro house",2019-12-20,4.21818333333333,0.72,0.644,-11.922,0.0743,0.799,0.0888,109.997
"Kamp!",35,"edm","electro house",2012-11-23,4.34221666666667,0.595,0.842,-6.216,0.0354,0.0692,0.14,100.007
"Kid Francescoli",46,"edm","electro house",2019-12-10,6.38911666666667,0.39,0.464,-10.679,0.0591,0.621,0.272,110.618
"Mar Vei",51,"edm","electro house",2019-03-22,4.4831,0.667,0.48,-12.517,0.0337,0.516,0.0994,108.991
"Niwel",22,"edm","electro house",2019-12-17,3.11363333333333,0.48,0.66,-7.049,0.0931,0.266,0.131,106.644
"Lane 8",58,"edm","electro house",2018-01-19,5.83606666666667,0.641,0.563,-10.532,0.0566,0.296,0.122,122.001
"BAYNK",54,"edm","electro house",2019-11-26,4.12376666666667,0.738,0.72,-7.909,0.0626,0.451,0.0769,125.488
"Catching Flies",52,"edm","electro house",2019-10-16,3.75311666666667,0.579,0.682,-9.897,0.0527,0.266,0.111,96.978
"2 Man Embassy",45,"edm","electro house",2019-12-04,3.01081666666667,0.74,0.396,-9.993,0.306,0.116,0.432,104.967
"Emrod",49,"edm","electro house",2017-03-10,4,0.646,0.83,-8.398,0.0395,0.21,0.115,124.009
"Clément Leroux",52,"edm","electro house",2019-06-14,3.47965,0.631,0.577,-10.18,0.0649,0.316,0.139,122.051
"BAYNK",36,"edm","electro house",2019-05-22,3.19755,0.7,0.316,-12.711,0.186,0.843,0.0818,149.969
"Summer Heart",50,"edm","electro house",2012-04-25,4.1262,0.611,0.742,-7.402,0.0445,0.00768,0.232,103.039
"Pas Sages",34,"edm","electro house",2018-01-26,3.86245,0.653,0.664,-10.412,0.105,0.393,0.114,120.1
"doVicente",24,"edm","electro house",2019-11-29,2.94125,0.863,0.304,-16.88,0.559,0.664,0.35,100.093
"TEEMID",51,"edm","electro house",2019-05-31,4.48,0.675,0.683,-7.586,0.031,0.448,0.0912,100.026
"Tycho",60,"edm","electro house",2014-03-18,4.72726666666667,0.552,0.878,-5.767,0.0353,0.0585,0.0746,176.057
"OTR",49,"edm","electro house",2018-09-26,3.2,0.738,0.515,-8.304,0.0521,0.221,0.0855,84.988
"MR TOUT LE MONDE",28,"edm","electro house",2019-11-01,3.79628333333333,0.718,0.573,-9.799,0.0315,0.724,0.112,119.997
"Lvne",33,"edm","electro house",2019-11-19,4.72736666666667,0.814,0.793,-10.35,0.143,0.391,0.117,110.014
"Sole Sole",45,"edm","electro house",2019-11-22,2.96551666666667,0.674,0.592,-6.393,0.0483,0.102,0.2,115.986
"Adon",58,"edm","electro house",2019-11-22,2.7375,0.577,0.587,-8,0.0363,0.517,0.106,95.967
"Catching Flies",37,"edm","electro house",2019-11-27,3.53125,0.537,0.501,-11.777,0.222,0.148,0.115,83.796
"Petit Biscuit",57,"edm","electro house",2015-05-18,4.5527,0.772,0.745,-10.194,0.0405,0.595,0.117,116.014
"Kid Francescoli",67,"edm","electro house",2017-03-03,6.51065,0.663,0.658,-10.001,0.0345,0.295,0.102,117.986
"Prigida",23,"edm","electro house",2019-09-27,2.91765,0.631,0.661,-8.39,0.0534,0.666,0.11,170.012
"Triomphe",30,"edm","electro house",2019-11-15,2.36521666666667,0.73,0.412,-15.13,0.0844,0.578,0.119,114.989
"Diskay",51,"edm","electro house",2019-09-20,3.81981666666667,0.708,0.745,-8.801,0.0539,0.617,0.118,110.981
"Lonely in the Rain",31,"edm","electro house",2019-11-08,3.16521666666667,0.678,0.516,-13.526,0.0414,0.745,0.0905,114.989
"ATTLAS",43,"edm","electro house",2016-06-24,4.05623333333333,0.836,0.768,-7.358,0.0689,0.422,0.162,120.014
"Ben Esser",41,"edm","electro house",2019-09-12,2.26635,0.533,0.279,-13.11,0.185,0.86,0.16,86.959
"iamalex",32,"edm","electro house",2019-05-02,2.69473333333333,0.787,0.599,-7.999,0.0841,0.449,0.0956,95.022
"Triomphe",36,"edm","electro house",2019-05-10,3.2,0.642,0.249,-19.563,0.242,0.784,0.154,120.184
"Forester",33,"edm","electro house",2019-09-06,3.93333333333333,0.511,0.568,-11.137,0.0416,0.779,0.125,106.977
"Elderbrook",61,"edm","electro house",2018-11-27,3.27198333333333,0.882,0.391,-12.351,0.0444,0.613,0.108,120.002
"Swardy",39,"edm","electro house",2018-07-27,5.83768333333333,0.793,0.51,-8.88,0.039,0.131,0.0681,120.003
"Catnip Cloud",32,"edm","electro house",2018-01-02,3.55228333333333,0.489,0.818,-2.452,0.0911,0.88,0.263,93.526
"PLÜM",51,"edm","electro house",2019-10-25,2.7079,0.675,0.605,-8.217,0.076,0.366,0.115,97.025
"Roosevelt",40,"edm","electro house",2019-09-27,7.25161666666667,0.805,0.687,-8.755,0.0475,0.000444,0.0677,121.287
"The Blaze",62,"edm","electro house",2018-09-07,3.65466666666667,0.613,0.461,-10.493,0.0313,0.0257,0.0776,125.066
"DJ Counselling",21,"edm","electro house",2019-10-25,4.32385,0.718,0.717,-9.03,0.043,0.187,0.334,122.983
"Emerson Leif",42,"edm","electro house",2019-10-15,2.99416666666667,0.766,0.446,-6.749,0.0343,0.396,0.025,96.99
"MR TOUT LE MONDE",44,"edm","electro house",2019-09-13,4.38355,0.718,0.489,-12.67,0.0413,0.568,0.166,120.017
"Jonas Langer",33,"edm","electro house",2019-07-04,3.80265,0.688,0.367,-15.512,0.0694,0.839,0.115,116.019
"MXMS",47,"edm","electro house",2019-02-20,4.1142,0.87,0.546,-10.645,0.0495,0.739,0.111,120.068
"Notre Dame",31,"edm","electro house",2019-06-21,3.12381666666667,0.855,0.453,-8.888,0.0551,0.441,0.383,105.044
"Les Gordon",53,"edm","electro house",2019-10-11,2.86621666666667,0.71,0.828,-6.722,0.0493,0.227,0.119,118.007
"Emrod",40,"edm","electro house",2017-04-14,4.0381,0.734,0.639,-8.653,0.0831,0.139,0.527,105.041
"Møme",55,"edm","electro house",2018-11-23,3.79973333333333,0.602,0.91,-5.125,0.0355,0.000504,0.112,121.025
"Madson Project.",23,"edm","electro house",2018-09-13,3.06593333333333,0.803,0.488,-11.884,0.0463,0.827,0.0929,114.994
"Triomphe",44,"edm","electro house",2019-09-20,2.76106666666667,0.668,0.898,-11.22,0.0452,0.482,0.069,112.993
"Pools",40,"edm","electro house",2019-01-21,2.08966666666667,0.761,0.549,-10.617,0.0495,0.861,0.109,133.995
"Lonely in the Rain",52,"edm","electro house",2019-09-06,3.53501666666667,0.627,0.495,-11.236,0.127,0.4,0.0714,120.088
"Swardy",46,"edm","electro house",2019-09-06,4.41868333333333,0.705,0.493,-9.456,0.0632,0.0157,0.101,219.991
"Matter Of Tact",32,"edm","electro house",2019-04-05,2.56578333333333,0.672,0.56,-12.497,0.0415,0.193,0.103,114.033
"Tycho",42,"edm","electro house",2018-12-14,3.8903,0.34,0.683,-10.721,0.0438,0.848,0.151,124.993
"Triomphe",27,"edm","electro house",2019-08-02,2.66666666666667,0.574,0.519,-14.652,0.0768,0.718,0.166,120.031
"Model Man",35,"edm","electro house",2019-09-17,3.11475,0.655,0.751,-5.804,0.0618,0.18,0.152,121.984
"Triomphe",33,"edm","electro house",2019-06-21,3.1579,0.661,0.409,-15.182,0.0442,0.899,0.0989,114.049
"Catching Flies",39,"edm","electro house",2019-07-05,4.02843333333333,0.546,0.657,-7.48,0.0376,0.132,0.124,87.996
"Lonely in the Rain",27,"edm","electro house",2019-06-21,3.23496666666667,0.69,0.561,-11.253,0.0522,0.171,0.162,115.038
"Tim Dup",39,"edm","electro house",2018-07-13,6.10845,0.773,0.763,-7.912,0.108,0.174,0.381,113.969
"Mazoulew",31,"edm","electro house",2019-03-20,3.99813333333333,0.648,0.688,-8.751,0.0335,0.052,0.113,114.995
"Lonely in the Rain",43,"edm","electro house",2019-07-26,3.56703333333333,0.684,0.51,-10.653,0.0414,0.153,0.122,120.028
"Roosevelt",54,"edm","electro house",2019-03-01,4.66128333333333,0.552,0.93,-3.467,0.0355,0.000579,0.107,114.981
"PLÜM",35,"edm","electro house",2019-08-16,2.80951666666667,0.789,0.806,-8.169,0.294,0.534,0.0706,105.007
"Lonely in the Rain",29,"edm","electro house",2018-12-21,2.77928333333333,0.625,0.597,-6.687,0.0465,0.5,0.219,95.05
"Kiasmos",62,"edm","electro house",2017-10-06,5.09245,0.853,0.406,-11.658,0.0483,0.587,0.09,122.009
"Petit Biscuit",47,"edm","electro house",2016-05-13,4.69525,0.81,0.765,-5.995,0.106,0.332,0.0677,121.985
"ford.",37,"edm","electro house",2018-11-16,3.2,0.777,0.577,-5.595,0.0556,0.137,0.251,95.018
"filous",49,"edm","electro house",2018-10-05,3.32666666666667,0.756,0.633,-7.884,0.136,0.201,0.184,118.99
"Devault",52,"edm","electro house",2018-11-02,4.52,0.603,0.632,-9.499,0.0408,0.46,0.0982,110.998
"Lonely in the Rain",57,"edm","electro house",2019-03-08,2.71683333333333,0.625,0.496,-13.347,0.0568,0.455,0.101,119.976
"Raphael Treza",41,"edm","electro house",2018-01-12,3.75901666666667,0.66,0.58,-8.939,0.0271,0.218,0.428,103.001
"Lonely in the Rain",38,"edm","electro house",2018-11-02,3.3702,0.363,0.557,-8.467,0.0505,0.945,0.173,95.731
"Patrice",38,"edm","electro house",2017-05-05,3.51398333333333,0.755,0.758,-6.855,0.0697,0.0052,0.0661,100.036
"Flavien Berger",51,"edm","electro house",2018-09-28,3.50666666666667,0.76,0.336,-13.415,0.0448,0.806,0.118,119.985
"Dave Knud",47,"edm","electro house",2019-07-05,7.39091666666667,0.778,0.504,-10.878,0.0468,0.128,0.0879,122.957
"PARTY SHIRT",45,"edm","electro house",2019-08-22,5.07936666666667,0.813,0.579,-7.392,0.1,0.0149,0.0794,126.028
"GLDN",59,"edm","electro house",2019-04-19,2.86666666666667,0.743,0.814,-4.706,0.155,0.624,0.533,120.086
"LAST 60""",44,"edm","electro house",2019-05-10,2.632,0.879,0.878,-6.232,0.0617,0.00026,0.0524,125.022
"Liquid Soul",41,"edm","electro house",2018-03-08,5.85506666666667,0.744,0.651,-8.252,0.084,0.0309,0.661,138.004
"Melih Aydogan",33,"edm","electro house",2015-08-20,5.31156666666667,0.856,0.465,-6.479,0.0451,0.00392,0.0795,122.021
"Oscar and the Wolf",52,"edm","electro house",2015-11-20,5.49111666666667,0.741,0.461,-9.59,0.0373,0.0344,0.0933,107.984
"Vidojean X Oliver Loenn",37,"edm","electro house",2019-12-13,3.02438333333333,0.609,0.917,-7.369,0.0542,0.0289,0.195,122.992
"Jonny Joel",34,"edm","electro house",2019-12-16,3.72245,0.798,0.536,-14.79,0.0459,0.00372,0.0946,125.989
"NR:TN",28,"edm","electro house",2019-06-14,3.45161666666667,0.81,0.764,-4.298,0.0485,0.0785,0.3,123.983
"DeVante",36,"edm","electro house",2019-09-19,4.108,0.706,0.866,-6.01,0.0342,0.00364,0.117,124.991
"Sep",43,"edm","electro house",2019-11-27,5.04236666666667,0.563,0.772,-6.157,0.0405,0.00195,0.163,118.021
"ARIA",41,"edm","electro house",2019-04-19,2.7226,0.803,0.613,-9.568,0.191,0.0491,0.109,122.024
"Green Lake Project",37,"edm","electro house",2019-12-13,6.36503333333333,0.725,0.669,-8.895,0.0576,0.0628,0.105,121.995
"GIGEE",39,"edm","electro house",2019-10-11,7.55193333333333,0.68,0.765,-8.472,0.0442,0.00191,0.09,125.003
"Alfred Beck",41,"edm","electro house",2019-12-13,3.536,0.696,0.896,-4.594,0.0592,0.00968,0.163,125.016
"Jonny Joel",28,"edm","electro house",2019-12-16,3.68151666666667,0.782,0.439,-14.45,0.165,0.0208,0.0888,123.969
"Ravek",36,"edm","electro house",2019-11-12,3.80985,0.727,0.725,-10,0.0424,0.0439,0.178,126.005
"RQntz",41,"edm","electro house",2019-06-28,3,0.745,0.867,-5.972,0.0548,0.0052,0.383,124.004
"Furia",41,"edm","electro house",2019-09-09,8.47575,0.628,0.944,-7.832,0.0397,0.01,0.0911,126.013
"Hotway",33,"edm","electro house",2018-11-12,3.47968333333333,0.634,0.87,-3.737,0.0354,0.0296,0.25,123.049
"Koos",37,"edm","electro house",2019-11-15,3.625,0.7,0.974,-4.65,0.11,0.0487,0.446,128.021
"Spieltape",31,"edm","electro house",2019-09-27,6.11381666666667,0.82,0.565,-8.123,0.177,0.0194,0.123,123.013
"Spieltape",37,"edm","electro house",2019-09-27,6.95081666666667,0.813,0.645,-12.99,0.101,3.31e-05,0.0508,122.006
"Allegra",40,"edm","electro house",2019-11-08,2.51503333333333,0.689,0.893,-5.074,0.108,0.0663,0.315,119.942
"GöW",42,"edm","electro house",2019-11-15,2.67406666666667,0.721,0.716,-7.695,0.0299,0.0377,0.301,123.957
"Pastiche",29,"edm","electro house",2019-11-29,6.90365,0.685,0.809,-8.977,0.0405,0.000951,0.109,122.991
"Carl Cox",58,"edm","electro house",2017-08-18,4.09523333333333,0.872,0.663,-8.834,0.0759,0.00389,0.834,126.019
"Jonny Joel",19,"edm","electro house",2020-01-11,4.20571666666667,0.826,0.314,-15.539,0.0543,0.528,0.108,117.989
"ROMBE4T",2,"edm","electro house",2020-01-17,5.85366666666667,0.719,0.949,-7.754,0.0623,0.000447,0.0402,123
"Hotway",28,"edm","electro house",2019-05-03,3.48386666666667,0.654,0.644,-5.573,0.0356,0.0169,0.0909,123.884
"Austin Pettit",30,"edm","electro house",2019-12-17,6.28016666666667,0.549,0.809,-9.103,0.0505,0.0608,0.114,124.991
"Lewis Monbarn",29,"edm","electro house",2019-11-01,6.46666666666667,0.831,0.993,-5.866,0.059,0.00138,0.0397,124.012
"Corx",49,"edm","electro house",2020-01-03,2.09375,0.631,0.941,-5.871,0.143,0.0062,0.415,127.882
"Bildjan",38,"edm","electro house",2019-04-27,2.77463333333333,0.586,0.84,-6.674,0.0314,0.201,0.0661,102.031
"Olivier C",32,"edm","electro house",2019-11-26,6.58363333333333,0.688,0.404,-17.443,0.054,0.287,0.111,126.999
"Xavier White",39,"edm","electro house",2019-11-22,3.11111666666667,0.721,0.712,-8.103,0.164,0.0558,0.132,108.08
"Kramder",28,"edm","electro house",2019-12-06,5.6,0.79,0.961,-3.408,0.263,0.167,0.133,125.035
"RICCI",54,"edm","electro house",2019-10-18,3.35483333333333,0.808,0.723,-7.356,0.0773,0.128,0.504,123.047
"Austin Pettit",29,"edm","electro house",2019-12-13,6.47255,0.723,0.589,-13.785,0.0729,0.233,0.111,124.987
"Audax",44,"edm","electro house",2019-10-04,2.87096666666667,0.649,0.879,-7.086,0.0581,0.00938,0.0723,123.991
"JSTEF",41,"edm","electro house",2019-12-06,3.54181666666667,0.376,0.643,-10.059,0.0514,0.00746,0.372,157.679
"Kyle Kinch",21,"edm","electro house",2019-12-27,5.6894,0.839,0.872,-5.461,0.0709,0.00048,0.0359,123.997
"Audax",44,"edm","electro house",2019-11-06,2.4314,0.678,0.874,-4.775,0.0667,0.001,0.339,125.021
"Peter Luts",31,"edm","electro house",2019-11-18,2.91223333333333,0.679,0.902,-5.719,0.0358,0.0141,0.304,124.016
"Bronx Cheer",25,"edm","electro house",2019-11-29,3.60905,0.808,0.764,-7.352,0.0531,0.00188,0.19,125.005
"Dan McKie",36,"edm","electro house",2019-12-13,2.62991666666667,0.746,0.828,-12.369,0.0643,0.000983,0.105,127.026
